xc_id,scientific_name,common_name_id,common_name_en,country,location,quality,sound_type,recordist,date,duration,xc_url,license_type,license_url,file_available,selection_status,selection_reason
XC168163,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"begging call, call, flight call",david m,2013-06-29,2:35,https://xeno-canto.org/168163,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC168162,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"begging call, call",david m,2013-06-29,3:09,https://xeno-canto.org/168162,https://creativecommons.org/licenses/by-nc-nd/3.0/,https://creativecommons.org/licenses/by-nc-nd/3.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC168160,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"begging call, call",david m,2013-06-28,4:10,https://xeno-canto.org/168160,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC168159,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"begging call, call",david m,2013-06-28,4:10,https://xeno-canto.org/168159,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC165640,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Augsburg, Hugenotten Weg",C,"song, (?)",Buhl Johannes,2014-01-28,0:41,https://xeno-canto.org/165640,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC164828,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Philippines,"Balintawak, Quezon City, Metro Manila",C,"call, probably a courtship display call","Romeo B. Galang, Jr",2014-01-17,3:00,https://xeno-canto.org/164828,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC158164,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Mołoczki, Podlaskie Voivodeship",C,call,Krzysztof Deoniziak,2013-12-18,1:10,https://xeno-canto.org/158164,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC156435,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",C,call,david m,2013-12-02,4:10,https://xeno-canto.org/156435,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC152700,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,"call, autumn chorus",Albert Lastukhin,2013-10-26,0:50,https://xeno-canto.org/152700,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC149614,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,choral chirping,Albert Lastukhin,2013-10-02,1:09,https://xeno-canto.org/149614,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC149613,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",C,choral chirping,Albert Lastukhin,2013-10-02,1:48,https://xeno-canto.org/149613,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://creativecommons.org/licenses/by-nc-sa/3.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC147809,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",C,"flight call, the noise of the wings",Albert Lastukhin,2013-09-14,0:27,https://xeno-canto.org/147809,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC147803,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",C,flight call,Albert Lastukhin,2013-09-14,0:13,https://xeno-canto.org/147803,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC146885,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",C,call,Albert Lastukhin,2013-09-04,0:38,https://xeno-canto.org/146885,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC145756,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Vurnarskiy rayon, Chuvashia",C,call,Albert Lastukhin,2013-08-18,0:41,https://xeno-canto.org/145756,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC144226,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Gornomariyskiy rayon, Mari El Republic",C,call,Albert Lastukhin,2013-07-24,1:11,https://xeno-canto.org/144226,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC134050,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2013-05-14,3:01,https://xeno-canto.org/134050,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC132141,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Augsburg, Bavarian Swabia, Bavaria",C,song,Buhl Johannes,2013-05-02,0:34,https://xeno-canto.org/132141,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC131654,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Malaysia,"SS 22, Petaling Jaya, Selangor",C,"alarm call, call",Salocin.TEN (www.salocinten.net),2013-04-28,3:57,https://xeno-canto.org/131654,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC128817,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Malaysia,"Petaling Jaya, Petaling, Selangor",C,"call, song",Salocin.TEN,2013-04-07,0:46,https://xeno-canto.org/128817,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC126833,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,Cheboksary,C,song,Albert Lastukhin,2013-03-21,0:51,https://xeno-canto.org/126833,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC110291,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Indonesia,"Palangkaraya, Central Kalimantan, Borneo",C,call,Samuel Jones,2012-09-11,0:27,https://xeno-canto.org/110291,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC110201,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Yang County, Shaanxi",C,call,Frank Lambert,2012-05-25,0:22,https://xeno-canto.org/110201,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC106166,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,Stemasy,C,call,Albert Lastukhin,2012-07-18,0:28,https://xeno-canto.org/106166,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC83242,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Faxan, Uppsala",C,call,Jelmer Poelstra,2011-05-09,0:03,https://xeno-canto.org/83242,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC75657,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Albatàrrec, Lleida, Catalonia",C,call,Jordi Calvet,2011-04-09,0:20,https://xeno-canto.org/75657,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC73326,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,"Department of Lifescience, National Taiwan University, Taipei, Taiwan",C,?,Tsai-Yu Wu,2011-03-19,0:18,https://xeno-canto.org/73326,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC73325,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,"Department of Lifescience, National Taiwan University, Taipei, Taiwan",C,?,Tsai-Yu Wu,2011-03-19,0:31,https://xeno-canto.org/73325,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC73324,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,"Department of Lifescience, National Taiwan University, Taipei, Taiwan",C,?,Tsai-Yu Wu,2011-03-19,0:26,https://xeno-canto.org/73324,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC67002,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Roemerhof near Lauffen am Neckar, Germany",C,"call, song",Daniel Lane,1986-06-00,0:25,https://xeno-canto.org/67002,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC65816,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Big Waters, Northumberland",C,call,Richard Dunn,2010-11-30,0:17,https://xeno-canto.org/65816,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC49638,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Uppsala, Lilljeborgsvagen",C,call,Nabholz Benoit,2010-05-11,0:15,https://xeno-canto.org/49638,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC35776,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Malaysia,?,C,call,Arnold Meijer,2001-08-00,0:47,https://xeno-canto.org/35776,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC28602,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Turkey,"Zemi Valley, Cappadocia ",C,call,Stuart Fisher,2007-04-27,0:27,https://xeno-canto.org/28602,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1056722,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Low Hauxley, Northumberland, England",D,call,david m,2025-11-06,0:23,https://xeno-canto.org/1056722,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC1056315,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Greece,"Argolis, Peloponnese Region, Decentralized Administration of Peloponnese, Western Greece and the Ionian",D,"call, flight call",Lionel FREDERIC,2025-11-07,0:06,https://xeno-canto.org/1056315,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC978386,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call",david m,2024-08-03,1:14,https://xeno-canto.org/978386,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC978384,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call, wing beats ...",david m,2024-08-03,0:24,https://xeno-canto.org/978384,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC976067,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call",david m,2024-06-21,1:24,https://xeno-canto.org/976067,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC976066,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,call,david m,2024-06-21,2:37,https://xeno-canto.org/976066,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC936976,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Slovakia,"Bratislava, Bratislava IV, Bratislavský kraj",D,call,Vladimír Nemček,2024-09-30,0:30,https://xeno-canto.org/936976,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC891913,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,"call, flight call",david m,2024-03-31,10:01,https://xeno-canto.org/891913,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC891912,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,"call, flight call",david m,2024-03-31,9:01,https://xeno-canto.org/891912,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC891211,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,call,david m,2024-01-25,1:12,https://xeno-canto.org/891211,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC871646,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,call,david m,2024-02-04,1:26,https://xeno-canto.org/871646,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC863534,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belgium,"Chaudfontaine, Liège, Wallonie",D,flight call,Chèvremont Fabian,2023-10-18,0:06,https://xeno-canto.org/863534,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC836056,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Vega de Granada (near  Chauchina), Granada, Andalusia",D,call,Jose Ignacio Molina,2022-08-14,0:22,https://xeno-canto.org/836056,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC825993,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,song,david m,2023-04-07,0:17,https://xeno-canto.org/825993,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC821754,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,call,david m,2023-03-29,1:25,https://xeno-canto.org/821754,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC818827,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-07-22,0:18,https://xeno-canto.org/818827,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC818013,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-07-10,1:38,https://xeno-canto.org/818013,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC816517,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-06-22,0:17,https://xeno-canto.org/816517,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC816351,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-06-15,0:19,https://xeno-canto.org/816351,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC816350,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-06-15,0:11,https://xeno-canto.org/816350,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC814600,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",D,call,david m,2023-02-11,0:13,https://xeno-canto.org/814600,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC814599,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",D,call,david m,2023-02-11,0:19,https://xeno-canto.org/814599,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC807374,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,South Korea,"Gwangju, Jeollanam-do",D,uncertain,dubhe,2023-06-01,0:12,https://xeno-canto.org/807374,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC789425,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-06-05,0:49,https://xeno-canto.org/789425,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC789424,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-06-05,0:25,https://xeno-canto.org/789424,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC789423,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,"call, flight call",david m,2022-06-05,0:28,https://xeno-canto.org/789423,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC770557,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,call,david m,2022-04-22,0:07,https://xeno-canto.org/770557,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC770556,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,"call, song",david m,2022-04-22,0:44,https://xeno-canto.org/770556,,,No,Tidak Digunakan,Berkas audio tidak berhasil diunduh
XC770555,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",D,call,david m,2022-04-22,0:54,https://xeno-canto.org/770555,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC769109,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Post Box (near  Helperthorpe), North Yorkshire, England",D,song,david m,2022-04-21,1:04,https://xeno-canto.org/769109,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC767108,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",D,call,david m,2022-04-17,1:19,https://xeno-canto.org/767108,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC764206,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near East Lutton), North Yorkshire, England",D,call,david m,2022-04-11,0:24,https://xeno-canto.org/764206,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
